2019-05-30 02:57:42.765390: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-30 02:57:42.774044: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2599975000 Hz
2019-05-30 02:57:42.774261: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6ac07e0 executing computations on platform Host. Devices:
2019-05-30 02:57:42.774290: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-30 02:57:42.774626: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 330 of [330, 340)
attack: step 1/30, xent loss = 0.000231597, l2 loss = 0 (max 14.95), (true 525, predicted [525])
attack: step 2/30, xent loss = 0.000236722, l2 loss = 0.000714723 (max 14.95), (true 525, predicted [525])
attack: step 3/30, xent loss = 0.000242204, l2 loss = 0.00143689 (max 14.95), (true 525, predicted [525])
attack: step 4/30, xent loss = 0.000248044, l2 loss = 0.0021848 (max 14.95), (true 525, predicted [525])
attack: step 5/30, xent loss = 0.000254003, l2 loss = 0.00295825 (max 14.95), (true 525, predicted [525])
attack: step 6/30, xent loss = 0.000260796, l2 loss = 0.00375153 (max 14.95), (true 525, predicted [525])
attack: step 7/30, xent loss = 0.000268185, l2 loss = 0.00457065 (max 14.95), (true 525, predicted [525])
attack: step 8/30, xent loss = 0.000275097, l2 loss = 0.00541526 (max 14.95), (true 525, predicted [525])
attack: step 9/30, xent loss = 0.000282605, l2 loss = 0.00627075 (max 14.95), (true 525, predicted [525])
attack: step 10/30, xent loss = 0.000289994, l2 loss = 0.00712505 (max 14.95), (true 525, predicted [525])
attack: step 11/30, xent loss = 0.000297979, l2 loss = 0.00800026 (max 14.95), (true 525, predicted [525])
attack: step 12/30, xent loss = 0.000306678, l2 loss = 0.00889572 (max 14.95), (true 525, predicted [525])
attack: step 13/30, xent loss = 0.000315855, l2 loss = 0.00982052 (max 14.95), (true 525, predicted [525])
attack: step 14/30, xent loss = 0.000324793, l2 loss = 0.010761 (max 14.95), (true 525, predicted [525])
attack: step 15/30, xent loss = 0.000333849, l2 loss = 0.0117191 (max 14.95), (true 525, predicted [525])
attack: step 16/30, xent loss = 0.000343979, l2 loss = 0.0127035 (max 14.95), (true 525, predicted [525])
attack: step 17/30, xent loss = 0.000356015, l2 loss = 0.0137424 (max 14.95), (true 525, predicted [525])
attack: step 18/30, xent loss = 0.000367812, l2 loss = 0.0148205 (max 14.95), (true 525, predicted [525])
attack: step 19/30, xent loss = 0.000380682, l2 loss = 0.0159472 (max 14.95), (true 525, predicted [525])
attack: step 20/30, xent loss = 0.000394982, l2 loss = 0.0171114 (max 14.95), (true 525, predicted [525])
attack: step 21/30, xent loss = 0.00041083, l2 loss = 0.0183208 (max 14.95), (true 525, predicted [525])
attack: step 22/30, xent loss = 0.00042787, l2 loss = 0.019576 (max 14.95), (true 525, predicted [525])
attack: step 23/30, xent loss = 0.000446339, l2 loss = 0.0208914 (max 14.95), (true 525, predicted [525])
attack: step 24/30, xent loss = 0.000467191, l2 loss = 0.0222712 (max 14.95), (true 525, predicted [525])
attack: step 25/30, xent loss = 0.000490188, l2 loss = 0.0237458 (max 14.95), (true 525, predicted [525])
attack: step 26/30, xent loss = 0.000516281, l2 loss = 0.025291 (max 14.95), (true 525, predicted [525])
attack: step 27/30, xent loss = 0.000545591, l2 loss = 0.0269402 (max 14.95), (true 525, predicted [525])
attack: step 28/30, xent loss = 0.000578832, l2 loss = 0.0286891 (max 14.95), (true 525, predicted [525])
attack: step 29/30, xent loss = 0.000616837, l2 loss = 0.0305555 (max 14.95), (true 525, predicted [525])
attack: step 30/30, xent loss = 0.000662346, l2 loss = 0.0325704 (max 14.95), (true 525, predicted [525])
true = 525, adv = 525
