2019-05-30 02:57:59.665002: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-30 02:57:59.673915: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2600015000 Hz
2019-05-30 02:57:59.674152: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6fbd340 executing computations on platform Host. Devices:
2019-05-30 02:57:59.674180: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-30 02:57:59.674505: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 620 of [620, 630)
attack: step 1/30, xent loss = 6.14217, l2 loss = 0 (max 14.95), (true 681, predicted [398])
attack: step 2/30, xent loss = 13.8315, l2 loss = 6.75257 (max 14.95), (true 681, predicted [398])
attack: step 3/30, xent loss = 18.9073, l2 loss = 7.11028 (max 14.95), (true 681, predicted [398])
attack: step 4/30, xent loss = 20.9697, l2 loss = 7.73662 (max 14.95), (true 681, predicted [398])
attack: step 5/30, xent loss = 25.7866, l2 loss = 8.55469 (max 14.95), (true 681, predicted [398])
attack: step 6/30, xent loss = 25.9984, l2 loss = 9.35471 (max 14.95), (true 681, predicted [398])
attack: step 7/30, xent loss = 23.1558, l2 loss = 10.523 (max 14.95), (true 681, predicted [398])
attack: step 8/30, xent loss = 20.7376, l2 loss = 11.9547 (max 14.95), (true 681, predicted [398])
attack: step 9/30, xent loss = 25.035, l2 loss = 12.7431 (max 14.95), (true 681, predicted [398])
attack: step 10/30, xent loss = 30.9095, l2 loss = 13.8743 (max 14.95), (true 681, predicted [398])
attack: step 11/30, xent loss = 38.317, l2 loss = 14.3929 (max 14.95), (true 681, predicted [398])
attack: step 12/30, xent loss = 35.2733, l2 loss = 15.6502 (max 14.95), (true 681, predicted [398])
attack: step 13/30, xent loss = 36.9878, l2 loss = 16.1234 (max 14.95), (true 681, predicted [398])
attack: step 14/30, xent loss = 41.8048, l2 loss = 16.3918 (max 14.95), (true 681, predicted [398])
attack: step 15/30, xent loss = 38.1207, l2 loss = 16.8469 (max 14.95), (true 681, predicted [398])
attack: step 16/30, xent loss = 39.9958, l2 loss = 17.33 (max 14.95), (true 681, predicted [398])
attack: step 17/30, xent loss = 44.8593, l2 loss = 17.8858 (max 14.95), (true 681, predicted [398])
attack: step 18/30, xent loss = 52.5524, l2 loss = 18.301 (max 14.95), (true 681, predicted [398])
attack: step 19/30, xent loss = 51.3625, l2 loss = 18.774 (max 14.95), (true 681, predicted [398])
attack: step 20/30, xent loss = 60.1965, l2 loss = 19.0935 (max 14.95), (true 681, predicted [398])
attack: step 21/30, xent loss = 63.2219, l2 loss = 19.5487 (max 14.95), (true 681, predicted [398])
attack: step 22/30, xent loss = 61.6892, l2 loss = 19.9335 (max 14.95), (true 681, predicted [398])
attack: step 23/30, xent loss = 67.5765, l2 loss = 20.5067 (max 14.95), (true 681, predicted [398])
attack: step 24/30, xent loss = 52.1821, l2 loss = 20.9695 (max 14.95), (true 681, predicted [398])
