2019-05-30 02:57:55.729146: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-30 02:57:55.738322: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2600015000 Hz
2019-05-30 02:57:55.738528: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6d4a6b0 executing computations on platform Host. Devices:
2019-05-30 02:57:55.738558: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-30 02:57:55.738871: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 570 of [570, 580)
attack: step 1/30, xent loss = 0.00909389, l2 loss = 0 (max 14.95), (true 897, predicted [897])
attack: step 2/30, xent loss = 0.0252945, l2 loss = 0.0327105 (max 14.95), (true 897, predicted [897])
attack: step 3/30, xent loss = 0.284205, l2 loss = 0.115836 (max 14.95), (true 897, predicted [897])
attack: step 4/30, xent loss = 12.392, l2 loss = 1.01604 (max 14.95), (true 897, predicted [720])
attack: step 5/30, xent loss = 16.9959, l2 loss = 4.38506 (max 14.95), (true 897, predicted [720])
attack: step 6/30, xent loss = 21.1742, l2 loss = 5.70908 (max 14.95), (true 897, predicted [720])
attack: step 7/30, xent loss = 23.2437, l2 loss = 6.50923 (max 14.95), (true 897, predicted [720])
attack: step 8/30, xent loss = 23.1647, l2 loss = 7.5009 (max 14.95), (true 897, predicted [720])
attack: step 9/30, xent loss = 26.978, l2 loss = 8.16276 (max 14.95), (true 897, predicted [720])
attack: step 10/30, xent loss = 31.2109, l2 loss = 8.74539 (max 14.95), (true 897, predicted [720])
attack: step 11/30, xent loss = 36.0566, l2 loss = 9.26841 (max 14.95), (true 897, predicted [720])
attack: step 12/30, xent loss = 34.6298, l2 loss = 9.79814 (max 14.95), (true 897, predicted [720])
attack: step 13/30, xent loss = 34.7727, l2 loss = 10.4282 (max 14.95), (true 897, predicted [720])
attack: step 14/30, xent loss = 24.0376, l2 loss = 11.4342 (max 14.95), (true 897, predicted [720])
attack: step 15/30, xent loss = 33.1111, l2 loss = 12.0178 (max 14.95), (true 897, predicted [720])
attack: step 16/30, xent loss = 35.4988, l2 loss = 12.6097 (max 14.95), (true 897, predicted [720])
attack: step 17/30, xent loss = 42.2269, l2 loss = 13.038 (max 14.95), (true 897, predicted [720])
attack: step 18/30, xent loss = 43.7274, l2 loss = 13.3484 (max 14.95), (true 897, predicted [720])
attack: step 19/30, xent loss = 47.6467, l2 loss = 13.7625 (max 14.95), (true 897, predicted [720])
attack: step 20/30, xent loss = 47.5106, l2 loss = 14.2376 (max 14.95), (true 897, predicted [720])
attack: step 21/30, xent loss = 43.6778, l2 loss = 14.5953 (max 14.95), (true 897, predicted [720])
attack: step 22/30, xent loss = 39.0123, l2 loss = 15.3995 (max 14.95), (true 897, predicted [720])
attack: step 23/30, xent loss = 47.8837, l2 loss = 15.8129 (max 14.95), (true 897, predicted [720])
attack: step 24/30, xent loss = 58.3157, l2 loss = 16.0257 (max 14.95), (true 897, predicted [720])
attack: step 25/30, xent loss = 56.6723, l2 loss = 16.3428 (max 14.95), (true 897, predicted [720])
attack: step 26/30, xent loss = 52.5104, l2 loss = 16.77 (max 14.95), (true 897, predicted [720])
attack: step 27/30, xent loss = 55.1655, l2 loss = 17.1405 (max 14.95), (true 897, predicted [720])
attack: step 28/30, xent loss = 53.2267, l2 loss = 17.4925 (max 14.95), (true 897, predicted [720])
attack: step 29/30, xent loss = 57.3133, l2 loss = 17.8836 (max 14.95), (true 897, predicted [720])
attack: step 30/30, xent loss = 56.4764, l2 loss = 18.2377 (max 14.95), (true 897, predicted [720])
check failed
true = 897, adv = 720
evaluating 571 of [570, 580)
attack: step 1/30, xent loss = 0.00972451, l2 loss = 0 (max 14.95), (true 316, predicted [316])
attack: step 2/30, xent loss = 0.0491153, l2 loss = 0.0415258 (max 14.95), (true 316, predicted [316])
attack: step 3/30, xent loss = 2.11617, l2 loss = 0.218539 (max 14.95), (true 316, predicted [311])
attack: step 4/30, xent loss = 6.51877, l2 loss = 3.29228 (max 14.95), (true 316, predicted [311])
attack: step 5/30, xent loss = 12.5355, l2 loss = 3.68575 (max 14.95), (true 316, predicted [311])
attack: step 6/30, xent loss = 12.875, l2 loss = 4.78193 (max 14.95), (true 316, predicted [311])
attack: step 7/30, xent loss = 17.6529, l2 loss = 5.80592 (max 14.95), (true 316, predicted [311])
attack: step 8/30, xent loss = 23.126, l2 loss = 6.39692 (max 14.95), (true 316, predicted [311])
attack: step 9/30, xent loss = 16.3374, l2 loss = 7.87115 (max 14.95), (true 316, predicted [311])
attack: step 10/30, xent loss = 28.1986, l2 loss = 8.33287 (max 14.95), (true 316, predicted [311])
attack: step 11/30, xent loss = 25.7587, l2 loss = 9.19942 (max 14.95), (true 316, predicted [311])
attack: step 12/30, xent loss = 29.4819, l2 loss = 10.0036 (max 14.95), (true 316, predicted [311])
attack: step 13/30, xent loss = 25.8114, l2 loss = 10.9361 (max 14.95), (true 316, predicted [311])
attack: step 14/30, xent loss = 31.7358, l2 loss = 11.2677 (max 14.95), (true 316, predicted [311])
attack: step 15/30, xent loss = 37.4945, l2 loss = 11.8382 (max 14.95), (true 316, predicted [311])
attack: step 16/30, xent loss = 37.519, l2 loss = 12.3829 (max 14.95), (true 316, predicted [311])
attack: step 17/30, xent loss = 34.6921, l2 loss = 12.8808 (max 14.95), (true 316, predicted [311])
attack: step 18/30, xent loss = 38.6995, l2 loss = 13.3112 (max 14.95), (true 316, predicted [311])
attack: step 19/30, xent loss = 31.2861, l2 loss = 13.9702 (max 14.95), (true 316, predicted [311])
attack: step 20/30, xent loss = 41.935, l2 loss = 14.3778 (max 14.95), (true 316, predicted [311])
attack: step 21/30, xent loss = 40.4316, l2 loss = 14.8799 (max 14.95), (true 316, predicted [311])
attack: step 22/30, xent loss = 41.888, l2 loss = 15.5862 (max 14.95), (true 316, predicted [311])
attack: step 23/30, xent loss = 40.6585, l2 loss = 16.0806 (max 14.95), (true 316, predicted [311])
attack: step 24/30, xent loss = 30.1494, l2 loss = 16.8916 (max 14.95), (true 316, predicted [311])
attack: step 25/30, xent loss = 45.9917, l2 loss = 17.2414 (max 14.95), (true 316, predicted [311])
attack: step 26/30, xent loss = 47.8297, l2 loss = 17.5688 (max 14.95), (true 316, predicted [311])
attack: step 27/30, xent loss = 42.3184, l2 loss = 17.9933 (max 14.95), (true 316, predicted [311])
attack: step 28/30, xent loss = 54.166, l2 loss = 18.4024 (max 14.95), (true 316, predicted [311])
attack: step 29/30, xent loss = 56.4429, l2 loss = 18.6553 (max 14.95), (true 316, predicted [311])
attack: step 30/30, xent loss = 52.1928, l2 loss = 19.2209 (max 14.95), (true 316, predicted [311])
check failed
true = 316, adv = 316
evaluating 572 of [570, 580)
attack: step 1/30, xent loss = 3.86393, l2 loss = 0 (max 14.95), (true 587, predicted [740])
attack: step 2/30, xent loss = 10.2222, l2 loss = 1.6204 (max 14.95), (true 587, predicted [740])
attack: step 3/30, xent loss = 15.495, l2 loss = 2.32087 (max 14.95), (true 587, predicted [740])
attack: step 4/30, xent loss = 17.9007, l2 loss = 3.25882 (max 14.95), (true 587, predicted [740])
attack: step 5/30, xent loss = 20.3598, l2 loss = 4.1681 (max 14.95), (true 587, predicted [740])
attack: step 6/30, xent loss = 23.0814, l2 loss = 5.35811 (max 14.95), (true 587, predicted [740])
attack: step 7/30, xent loss = 25.554, l2 loss = 6.12412 (max 14.95), (true 587, predicted [740])
attack: step 8/30, xent loss = 31.9572, l2 loss = 6.68637 (max 14.95), (true 587, predicted [740])
attack: step 9/30, xent loss = 34.9904, l2 loss = 7.34127 (max 14.95), (true 587, predicted [740])
attack: step 10/30, xent loss = 39.5179, l2 loss = 8.01223 (max 14.95), (true 587, predicted [740])
attack: step 11/30, xent loss = 36.9745, l2 loss = 8.75434 (max 14.95), (true 587, predicted [740])
attack: step 12/30, xent loss = 33.7348, l2 loss = 9.86534 (max 14.95), (true 587, predicted [740])
attack: step 13/30, xent loss = 36.2606, l2 loss = 10.5754 (max 14.95), (true 587, predicted [740])
attack: step 14/30, xent loss = 46.2106, l2 loss = 10.992 (max 14.95), (true 587, predicted [740])
attack: step 15/30, xent loss = 48.3821, l2 loss = 11.519 (max 14.95), (true 587, predicted [740])
attack: step 16/30, xent loss = 54.5223, l2 loss = 12.0754 (max 14.95), (true 587, predicted [740])
attack: step 17/30, xent loss = 52.05, l2 loss = 12.6118 (max 14.95), (true 587, predicted [740])
attack: step 18/30, xent loss = 44.5053, l2 loss = 13.3691 (max 14.95), (true 587, predicted [740])
attack: step 19/30, xent loss = 52.0032, l2 loss = 13.9746 (max 14.95), (true 587, predicted [740])
attack: step 20/30, xent loss = 52.4701, l2 loss = 14.5208 (max 14.95), (true 587, predicted [740])
attack: step 21/30, xent loss = 47.7577, l2 loss = 15.0649 (max 14.95), (true 587, predicted [740])
attack: step 22/30, xent loss = 56.8777, l2 loss = 15.6549 (max 14.95), (true 587, predicted [740])
attack: step 23/30, xent loss = 64.018, l2 loss = 16.0235 (max 14.95), (true 587, predicted [740])
attack: step 24/30, xent loss = 60.2399, l2 loss = 16.4442 (max 14.95), (true 587, predicted [740])
attack: step 25/30, xent loss = 70.5198, l2 loss = 16.9054 (max 14.95), (true 587, predicted [740])
attack: step 26/30, xent loss = 62.3514, l2 loss = 17.4333 (max 14.95), (true 587, predicted [740])
attack: step 27/30, xent loss = 62.3105, l2 loss = 17.95 (max 14.95), (true 587, predicted [740])
attack: step 28/30, xent loss = 64.6026, l2 loss = 18.4351 (max 14.95), (true 587, predicted [740])
attack: step 29/30, xent loss = 76.6757, l2 loss = 18.8215 (max 14.95), (true 587, predicted [740])
attack: step 30/30, xent loss = 83.7373, l2 loss = 19.1753 (max 14.95), (true 587, predicted [740])
check failed
true = 587, adv = 740
evaluating 573 of [570, 580)
attack: step 1/30, xent loss = 1.62893, l2 loss = 0 (max 14.95), (true 189, predicted [191])
attack: step 2/30, xent loss = 6.03664, l2 loss = 1.52173 (max 14.95), (true 189, predicted [191])
attack: step 3/30, xent loss = 9.3726, l2 loss = 1.80993 (max 14.95), (true 189, predicted [191])
attack: step 4/30, xent loss = 12.2682, l2 loss = 2.34367 (max 14.95), (true 189, predicted [191])
attack: step 5/30, xent loss = 13.3671, l2 loss = 2.99028 (max 14.95), (true 189, predicted [191])
