2019-05-29 22:18:39.020244: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-29 22:18:39.148855: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2599980000 Hz
2019-05-29 22:18:39.176563: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6fc1440 executing computations on platform Host. Devices:
2019-05-29 22:18:39.176601: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-29 22:18:39.176946: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 600 of [600, 610)
attack: step 1/30, xent loss = 0.267479, l2 loss = 0 (max 14.95), (true 255, predicted [255])
attack: step 2/30, xent loss = 5.33184, l2 loss = 0.75568 (max 14.95), (true 255, predicted [202])
attack: step 3/30, xent loss = 8.24524, l2 loss = 1.99535 (max 14.95), (true 255, predicted [202])
attack: step 4/30, xent loss = 11.6116, l2 loss = 2.18262 (max 14.95), (true 255, predicted [202])
attack: step 5/30, xent loss = 11.97, l2 loss = 3.47049 (max 14.95), (true 255, predicted [202])
attack: step 6/30, xent loss = 15.1407, l2 loss = 4.52961 (max 14.95), (true 255, predicted [202])
attack: step 7/30, xent loss = 14.6916, l2 loss = 5.54665 (max 14.95), (true 255, predicted [202])
attack: step 8/30, xent loss = 18.9133, l2 loss = 6.3068 (max 14.95), (true 255, predicted [202])
attack: step 9/30, xent loss = 21.6389, l2 loss = 7.04942 (max 14.95), (true 255, predicted [202])
attack: step 10/30, xent loss = 15.5449, l2 loss = 7.97164 (max 14.95), (true 255, predicted [202])
attack: step 11/30, xent loss = 15.186, l2 loss = 9.42118 (max 14.95), (true 255, predicted [202])
attack: step 12/30, xent loss = 20.0058, l2 loss = 9.90585 (max 14.95), (true 255, predicted [202])
