2019-05-30 00:27:30.983594: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-30 00:27:30.987755: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2600020000 Hz
2019-05-30 00:27:30.987854: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6d4ae40 executing computations on platform Host. Devices:
2019-05-30 00:27:30.987868: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-30 00:27:30.988022: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 410 of [410, 420)
attack: step 1/30, xent loss = 0.0377356, l2 loss = 0 (max 14.95), (true 230, predicted [230])
attack: step 2/30, xent loss = 2.31897, l2 loss = 0.161836 (max 14.95), (true 230, predicted [157])
attack: step 3/30, xent loss = 7.37453, l2 loss = 3.83497 (max 14.95), (true 230, predicted [151])
attack: step 4/30, xent loss = 16.5377, l2 loss = 5.35526 (max 14.95), (true 230, predicted [151])
attack: step 5/30, xent loss = 7.65446, l2 loss = 6.76869 (max 14.95), (true 230, predicted [281])
attack: step 6/30, xent loss = 10.8619, l2 loss = 7.21431 (max 14.95), (true 230, predicted [281])
attack: step 7/30, xent loss = 12.3137, l2 loss = 7.53279 (max 14.95), (true 230, predicted [281])
attack: step 8/30, xent loss = 13.3987, l2 loss = 8.77038 (max 14.95), (true 230, predicted [281])
attack: step 9/30, xent loss = 9.09834, l2 loss = 9.67 (max 14.95), (true 230, predicted [126])
attack: step 10/30, xent loss = 11.2021, l2 loss = 10.0399 (max 14.95), (true 230, predicted [69])
attack: step 11/30, xent loss = 10.2412, l2 loss = 10.3904 (max 14.95), (true 230, predicted [700])
attack: step 12/30, xent loss = 14.0573, l2 loss = 10.6727 (max 14.95), (true 230, predicted [69])
attack: step 13/30, xent loss = 16.3549, l2 loss = 11.0733 (max 14.95), (true 230, predicted [69])
attack: step 14/30, xent loss = 12.3982, l2 loss = 11.7045 (max 14.95), (true 230, predicted [883])
attack: step 15/30, xent loss = 15.4617, l2 loss = 11.9296 (max 14.95), (true 230, predicted [883])
attack: step 16/30, xent loss = 18.9763, l2 loss = 12.3816 (max 14.95), (true 230, predicted [883])
attack: step 17/30, xent loss = 13.7352, l2 loss = 13.6204 (max 14.95), (true 230, predicted [883])
attack: step 18/30, xent loss = 15.3952, l2 loss = 14.0623 (max 14.95), (true 230, predicted [883])
attack: step 19/30, xent loss = 17.2128, l2 loss = 14.5933 (max 14.95), (true 230, predicted [883])
attack: step 20/30, xent loss = 23.5618, l2 loss = 15.0013 (max 14.95), (true 230, predicted [883])
attack: step 21/30, xent loss = 21.3121, l2 loss = 15.8619 (max 14.95), (true 230, predicted [883])
attack: step 22/30, xent loss = 29.276, l2 loss = 16.1469 (max 14.95), (true 230, predicted [883])
attack: step 23/30, xent loss = 23.5215, l2 loss = 16.8006 (max 14.95), (true 230, predicted [883])
attack: step 24/30, xent loss = 26.8471, l2 loss = 17.275 (max 14.95), (true 230, predicted [883])
attack: step 25/30, xent loss = 26.9148, l2 loss = 17.8426 (max 14.95), (true 230, predicted [883])
attack: step 26/30, xent loss = 35.4078, l2 loss = 18.2358 (max 14.95), (true 230, predicted [883])
attack: step 27/30, xent loss = 31.2051, l2 loss = 18.5753 (max 14.95), (true 230, predicted [883])
attack: step 28/30, xent loss = 39.0337, l2 loss = 19.0471 (max 14.95), (true 230, predicted [883])
attack: step 29/30, xent loss = 35.6448, l2 loss = 19.5975 (max 14.95), (true 230, predicted [883])
attack: step 30/30, xent loss = 30.5694, l2 loss = 20.0319 (max 14.95), (true 230, predicted [883])
check failed
true = 230, adv = 863
evaluating 411 of [410, 420)
attack: step 1/30, xent loss = 0.0157305, l2 loss = 0 (max 14.95), (true 467, predicted [467])
attack: step 2/30, xent loss = 0.020346, l2 loss = 0.0206894 (max 14.95), (true 467, predicted [467])
attack: step 3/30, xent loss = 0.0273019, l2 loss = 0.0452527 (max 14.95), (true 467, predicted [467])
attack: step 4/30, xent loss = 0.0388053, l2 loss = 0.076754 (max 14.95), (true 467, predicted [467])
attack: step 5/30, xent loss = 0.0585293, l2 loss = 0.115933 (max 14.95), (true 467, predicted [467])
attack: step 6/30, xent loss = 0.102406, l2 loss = 0.172609 (max 14.95), (true 467, predicted [467])
attack: step 7/30, xent loss = 0.242487, l2 loss = 0.261937 (max 14.95), (true 467, predicted [467])
attack: step 8/30, xent loss = 1.0422, l2 loss = 0.451204 (max 14.95), (true 467, predicted [582])
attack: step 9/30, xent loss = 5.65306, l2 loss = 1.10835 (max 14.95), (true 467, predicted [582])
attack: step 10/30, xent loss = 8.89015, l2 loss = 1.79001 (max 14.95), (true 467, predicted [762])
attack: step 11/30, xent loss = 12.6758, l2 loss = 2.27894 (max 14.95), (true 467, predicted [762])
attack: step 12/30, xent loss = 17.3766, l2 loss = 3.03804 (max 14.95), (true 467, predicted [762])
attack: step 13/30, xent loss = 16.372, l2 loss = 4.1805 (max 14.95), (true 467, predicted [762])
attack: step 14/30, xent loss = 22.2312, l2 loss = 5.01402 (max 14.95), (true 467, predicted [762])
attack: step 15/30, xent loss = 17.5993, l2 loss = 6.32005 (max 14.95), (true 467, predicted [762])
attack: step 16/30, xent loss = 24.5056, l2 loss = 6.8765 (max 14.95), (true 467, predicted [762])
attack: step 17/30, xent loss = 24.62, l2 loss = 7.40631 (max 14.95), (true 467, predicted [762])
attack: step 18/30, xent loss = 25.5893, l2 loss = 8.08419 (max 14.95), (true 467, predicted [762])
attack: step 19/30, xent loss = 31.6579, l2 loss = 8.53958 (max 14.95), (true 467, predicted [762])
attack: step 20/30, xent loss = 29.0142, l2 loss = 9.00342 (max 14.95), (true 467, predicted [762])
attack: step 21/30, xent loss = 30.0834, l2 loss = 9.78253 (max 14.95), (true 467, predicted [762])
attack: step 22/30, xent loss = 33.208, l2 loss = 10.2585 (max 14.95), (true 467, predicted [762])
attack: step 23/30, xent loss = 34.0172, l2 loss = 10.8644 (max 14.95), (true 467, predicted [762])
attack: step 24/30, xent loss = 39.8867, l2 loss = 11.2121 (max 14.95), (true 467, predicted [762])
attack: step 25/30, xent loss = 38.4539, l2 loss = 11.5915 (max 14.95), (true 467, predicted [762])
attack: step 26/30, xent loss = 35.6691, l2 loss = 12.0251 (max 14.95), (true 467, predicted [762])
attack: step 27/30, xent loss = 30.2049, l2 loss = 12.7237 (max 14.95), (true 467, predicted [762])
attack: step 28/30, xent loss = 39.3301, l2 loss = 13.2354 (max 14.95), (true 467, predicted [762])
attack: step 29/30, xent loss = 44.4942, l2 loss = 13.4542 (max 14.95), (true 467, predicted [762])
attack: step 30/30, xent loss = 43.9795, l2 loss = 13.9072 (max 14.95), (true 467, predicted [762])
true = 467, adv = 467
evaluating 412 of [410, 420)
attack: step 1/30, xent loss = 6.22007, l2 loss = 0 (max 14.95), (true 664, predicted [548])
attack: step 2/30, xent loss = 10.1681, l2 loss = 1.5653 (max 14.95), (true 664, predicted [548])
attack: step 3/30, xent loss = 11.8582, l2 loss = 2.33191 (max 14.95), (true 664, predicted [548])
attack: step 4/30, xent loss = 10.5969, l2 loss = 2.99033 (max 14.95), (true 664, predicted [548])
attack: step 5/30, xent loss = 10.7207, l2 loss = 4.25954 (max 14.95), (true 664, predicted [598])
attack: step 6/30, xent loss = 15.9573, l2 loss = 4.67839 (max 14.95), (true 664, predicted [598])
attack: step 7/30, xent loss = 20.8644, l2 loss = 5.22453 (max 14.95), (true 664, predicted [598])
attack: step 8/30, xent loss = 17.734, l2 loss = 6.2835 (max 14.95), (true 664, predicted [598])
attack: step 9/30, xent loss = 17.2322, l2 loss = 6.86797 (max 14.95), (true 664, predicted [598])
attack: step 10/30, xent loss = 21.5392, l2 loss = 7.60322 (max 14.95), (true 664, predicted [598])
attack: step 11/30, xent loss = 21.4499, l2 loss = 8.31397 (max 14.95), (true 664, predicted [598])
attack: step 12/30, xent loss = 25.4912, l2 loss = 8.78952 (max 14.95), (true 664, predicted [598])
attack: step 13/30, xent loss = 22.0509, l2 loss = 9.52053 (max 14.95), (true 664, predicted [598])
attack: step 14/30, xent loss = 22.7174, l2 loss = 10.1943 (max 14.95), (true 664, predicted [598])
attack: step 15/30, xent loss = 26.4845, l2 loss = 10.6497 (max 14.95), (true 664, predicted [598])
attack: step 16/30, xent loss = 29.2288, l2 loss = 10.9315 (max 14.95), (true 664, predicted [598])
attack: step 17/30, xent loss = 31.9524, l2 loss = 11.2718 (max 14.95), (true 664, predicted [598])
attack: step 18/30, xent loss = 31.9077, l2 loss = 11.6832 (max 14.95), (true 664, predicted [598])
attack: step 19/30, xent loss = 31.1669, l2 loss = 12.1292 (max 14.95), (true 664, predicted [598])
attack: step 20/30, xent loss = 32.2226, l2 loss = 12.5451 (max 14.95), (true 664, predicted [598])
attack: step 21/30, xent loss = 38.5246, l2 loss = 13.0173 (max 14.95), (true 664, predicted [598])
attack: step 22/30, xent loss = 38.5692, l2 loss = 13.2651 (max 14.95), (true 664, predicted [598])
attack: step 23/30, xent loss = 31.7885, l2 loss = 13.8741 (max 14.95), (true 664, predicted [598])
attack: step 24/30, xent loss = 35.2729, l2 loss = 14.239 (max 14.95), (true 664, predicted [598])
attack: step 25/30, xent loss = 31.2429, l2 loss = 15.117 (max 14.95), (true 664, predicted [598])
attack: step 26/30, xent loss = 41.2192, l2 loss = 15.3077 (max 14.95), (true 664, predicted [598])
attack: step 27/30, xent loss = 40.9895, l2 loss = 15.5295 (max 14.95), (true 664, predicted [598])
attack: step 28/30, xent loss = 47.734, l2 loss = 15.7966 (max 14.95), (true 664, predicted [598])
attack: step 29/30, xent loss = 50.6971, l2 loss = 16.0762 (max 14.95), (true 664, predicted [598])
attack: step 30/30, xent loss = 53.0121, l2 loss = 16.3963 (max 14.95), (true 664, predicted [598])
check failed
true = 664, adv = 851
evaluating 413 of [410, 420)
attack: step 1/30, xent loss = 0.286766, l2 loss = 0 (max 14.95), (true 973, predicted [973])
attack: step 2/30, xent loss = 1.5249, l2 loss = 0.346631 (max 14.95), (true 973, predicted [973])
attack: step 3/30, xent loss = 3.25862, l2 loss = 1.11719 (max 14.95), (true 973, predicted [913])
attack: step 4/30, xent loss = 8.59402, l2 loss = 2.15305 (max 14.95), (true 973, predicted [913])
attack: step 5/30, xent loss = 6.53608, l2 loss = 5.86998 (max 14.95), (true 973, predicted [913])
attack: step 6/30, xent loss = 11.8878, l2 loss = 7.83844 (max 14.95), (true 973, predicted [913])
attack: step 7/30, xent loss = 20.4459, l2 loss = 8.78676 (max 14.95), (true 973, predicted [913])
attack: step 8/30, xent loss = 21.5271, l2 loss = 9.89103 (max 14.95), (true 973, predicted [913])
attack: step 9/30, xent loss = 24.6698, l2 loss = 11.0417 (max 14.95), (true 973, predicted [913])
attack: step 10/30, xent loss = 24.965, l2 loss = 12.6139 (max 14.95), (true 973, predicted [913])
attack: step 11/30, xent loss = 30.759, l2 loss = 13.44 (max 14.95), (true 973, predicted [913])
attack: step 12/30, xent loss = 37.8902, l2 loss = 14.1953 (max 14.95), (true 973, predicted [913])
attack: step 13/30, xent loss = 35.7355, l2 loss = 15.0851 (max 14.95), (true 973, predicted [913])
attack: step 14/30, xent loss = 39.9315, l2 loss = 15.8786 (max 14.95), (true 973, predicted [913])
attack: step 15/30, xent loss = 45.7055, l2 loss = 16.6046 (max 14.95), (true 973, predicted [913])
attack: step 16/30, xent loss = 52.666, l2 loss = 17.227 (max 14.95), (true 973, predicted [913])
attack: step 17/30, xent loss = 52.5792, l2 loss = 17.9217 (max 14.95), (true 973, predicted [913])
attack: step 18/30, xent loss = 45.9899, l2 loss = 18.6341 (max 14.95), (true 973, predicted [913])
attack: step 19/30, xent loss = 54.1298, l2 loss = 19.1854 (max 14.95), (true 973, predicted [913])
attack: step 20/30, xent loss = 57.9781, l2 loss = 19.7713 (max 14.95), (true 973, predicted [913])
attack: step 21/30, xent loss = 57.1678, l2 loss = 20.3051 (max 14.95), (true 973, predicted [913])
attack: step 22/30, xent loss = 65.4989, l2 loss = 20.7184 (max 14.95), (true 973, predicted [913])
attack: step 23/30, xent loss = 72.8777, l2 loss = 21.2254 (max 14.95), (true 973, predicted [913])
attack: step 24/30, xent loss = 69.4779, l2 loss = 21.6574 (max 14.95), (true 973, predicted [913])
attack: step 25/30, xent loss = 64.8468, l2 loss = 22.7924 (max 14.95), (true 973, predicted [913])
attack: step 26/30, xent loss = 80.1069, l2 loss = 23.1195 (max 14.95), (true 973, predicted [913])
attack: step 27/30, xent loss = 81.3618, l2 loss = 23.4647 (max 14.95), (true 973, predicted [913])
attack: step 28/30, xent loss = 70.8966, l2 loss = 24.0138 (max 14.95), (true 973, predicted [913])
attack: step 29/30, xent loss = 66.8804, l2 loss = 24.5517 (max 14.95), (true 973, predicted [913])
attack: step 30/30, xent loss = 85.7639, l2 loss = 24.855 (max 14.95), (true 973, predicted [913])
check failed
true = 973, adv = 728
evaluating 414 of [410, 420)
attack: step 1/30, xent loss = 0.154635, l2 loss = 0 (max 14.95), (true 579, predicted [579])
attack: step 2/30, xent loss = 1.76961, l2 loss = 0.318708 (max 14.95), (true 579, predicted [881])
attack: step 3/30, xent loss = 2.3596, l2 loss = 1.94388 (max 14.95), (true 579, predicted [881])
attack: step 4/30, xent loss = 4.14037, l2 loss = 4.02109 (max 14.95), (true 579, predicted [642])
attack: step 5/30, xent loss = 11.0658, l2 loss = 5.32209 (max 14.95), (true 579, predicted [642])
attack: step 6/30, xent loss = 16.4772, l2 loss = 5.98247 (max 14.95), (true 579, predicted [642])
attack: step 7/30, xent loss = 19.4767, l2 loss = 6.94195 (max 14.95), (true 579, predicted [642])
attack: step 8/30, xent loss = 18.0874, l2 loss = 8.59272 (max 14.95), (true 579, predicted [642])
attack: step 9/30, xent loss = 25.9004, l2 loss = 9.73054 (max 14.95), (true 579, predicted [642])
attack: step 10/30, xent loss = 19.2724, l2 loss = 11.2041 (max 14.95), (true 579, predicted [642])
attack: step 11/30, xent loss = 22.8865, l2 loss = 12.2686 (max 14.95), (true 579, predicted [642])
attack: step 12/30, xent loss = 33.5388, l2 loss = 12.6564 (max 14.95), (true 579, predicted [642])
attack: step 13/30, xent loss = 28.7142, l2 loss = 13.7702 (max 14.95), (true 579, predicted [642])
attack: step 14/30, xent loss = 36.582, l2 loss = 14.6685 (max 14.95), (true 579, predicted [642])
attack: step 15/30, xent loss = 30.541, l2 loss = 15.9732 (max 14.95), (true 579, predicted [642])
attack: step 16/30, xent loss = 34.8309, l2 loss = 16.6697 (max 14.95), (true 579, predicted [642])
attack: step 17/30, xent loss = 40.3439, l2 loss = 17.3725 (max 14.95), (true 579, predicted [642])
attack: step 18/30, xent loss = 38.8532, l2 loss = 18.1399 (max 14.95), (true 579, predicted [642])
attack: step 19/30, xent loss = 50.7853, l2 loss = 18.7828 (max 14.95), (true 579, predicted [642])
attack: step 20/30, xent loss = 59.7976, l2 loss = 19.3839 (max 14.95), (true 579, predicted [642])
attack: step 21/30, xent loss = 58.4184, l2 loss = 19.9818 (max 14.95), (true 579, predicted [642])
attack: step 22/30, xent loss = 61.4828, l2 loss = 20.8337 (max 14.95), (true 579, predicted [642])
attack: step 23/30, xent loss = 71.2028, l2 loss = 21.5341 (max 14.95), (true 579, predicted [642])
attack: step 24/30, xent loss = 69.0407, l2 loss = 22.126 (max 14.95), (true 579, predicted [642])
attack: step 25/30, xent loss = 61.155, l2 loss = 22.7152 (max 14.95), (true 579, predicted [642])
attack: step 26/30, xent loss = 47.1842, l2 loss = 24.4257 (max 14.95), (true 579, predicted [642])
attack: step 27/30, xent loss = 77.785, l2 loss = 25.0176 (max 14.95), (true 579, predicted [642])
attack: step 28/30, xent loss = 88.3271, l2 loss = 25.3396 (max 14.95), (true 579, predicted [642])
attack: step 29/30, xent loss = 81.7761, l2 loss = 25.6796 (max 14.95), (true 579, predicted [642])
attack: step 30/30, xent loss = 76.0243, l2 loss = 26.3336 (max 14.95), (true 579, predicted [642])
check failed
true = 579, adv = 564
evaluating 415 of [410, 420)
attack: step 1/30, xent loss = 0.0897498, l2 loss = 0 (max 14.95), (true 57, predicted [57])
attack: step 2/30, xent loss = 0.216326, l2 loss = 0.0927686 (max 14.95), (true 57, predicted [57])
attack: step 3/30, xent loss = 0.877687, l2 loss = 0.296262 (max 14.95), (true 57, predicted [57])
attack: step 4/30, xent loss = 4.06166, l2 loss = 0.793617 (max 14.95), (true 57, predicted [60])
attack: step 5/30, xent loss = 7.65309, l2 loss = 1.68024 (max 14.95), (true 57, predicted [60])
attack: step 6/30, xent loss = 10.481, l2 loss = 1.96546 (max 14.95), (true 57, predicted [60])
attack: step 7/30, xent loss = 14.0076, l2 loss = 2.27329 (max 14.95), (true 57, predicted [60])
attack: step 8/30, xent loss = 14.9701, l2 loss = 2.77037 (max 14.95), (true 57, predicted [60])
attack: step 9/30, xent loss = 13.7784, l2 loss = 3.55785 (max 14.95), (true 57, predicted [60])
attack: step 10/30, xent loss = 19.4475, l2 loss = 3.89944 (max 14.95), (true 57, predicted [60])
attack: step 11/30, xent loss = 18.4472, l2 loss = 4.49526 (max 14.95), (true 57, predicted [60])
attack: step 12/30, xent loss = 19.5668, l2 loss = 5.2072 (max 14.95), (true 57, predicted [60])
attack: step 13/30, xent loss = 19.7214, l2 loss = 5.80054 (max 14.95), (true 57, predicted [60])
attack: step 14/30, xent loss = 20.0812, l2 loss = 6.33187 (max 14.95), (true 57, predicted [60])
attack: step 15/30, xent loss = 28.0827, l2 loss = 6.60821 (max 14.95), (true 57, predicted [60])
attack: step 16/30, xent loss = 22.5311, l2 loss = 7.14992 (max 14.95), (true 57, predicted [60])
attack: step 17/30, xent loss = 29.3235, l2 loss = 7.43278 (max 14.95), (true 57, predicted [60])
attack: step 18/30, xent loss = 26.3476, l2 loss = 7.94767 (max 14.95), (true 57, predicted [60])
attack: step 19/30, xent loss = 25.3656, l2 loss = 8.61753 (max 14.95), (true 57, predicted [60])
attack: step 20/30, xent loss = 30.1447, l2 loss = 8.93933 (max 14.95), (true 57, predicted [60])
attack: step 21/30, xent loss = 24.9967, l2 loss = 9.94503 (max 14.95), (true 57, predicted [60])
attack: step 22/30, xent loss = 33.9274, l2 loss = 10.2221 (max 14.95), (true 57, predicted [60])
attack: step 23/30, xent loss = 34.0302, l2 loss = 10.4608 (max 14.95), (true 57, predicted [60])
attack: step 24/30, xent loss = 33.8849, l2 loss = 10.8927 (max 14.95), (true 57, predicted [60])
attack: step 25/30, xent loss = 34.7787, l2 loss = 11.232 (max 14.95), (true 57, predicted [60])
attack: step 26/30, xent loss = 35.6256, l2 loss = 11.5894 (max 14.95), (true 57, predicted [60])
attack: step 27/30, xent loss = 36.2702, l2 loss = 12.2828 (max 14.95), (true 57, predicted [60])
attack: step 28/30, xent loss = 35.2487, l2 loss = 12.6298 (max 14.95), (true 57, predicted [60])
attack: step 29/30, xent loss = 36.1195, l2 loss = 13.1323 (max 14.95), (true 57, predicted [60])
attack: step 30/30, xent loss = 41.1675, l2 loss = 13.3799 (max 14.95), (true 57, predicted [60])
true = 57, adv = 62
evaluating 416 of [410, 420)
attack: step 1/30, xent loss = 4.53931, l2 loss = 0 (max 14.95), (true 868, predicted [835])
attack: step 2/30, xent loss = 9.98904, l2 loss = 2.08491 (max 14.95), (true 868, predicted [835])
attack: step 3/30, xent loss = 12.5021, l2 loss = 2.28358 (max 14.95), (true 868, predicted [451])
attack: step 4/30, xent loss = 19.2913, l2 loss = 2.69454 (max 14.95), (true 868, predicted [451])
attack: step 5/30, xent loss = 22.1969, l2 loss = 5.51521 (max 14.95), (true 868, predicted [451])
attack: step 6/30, xent loss = 32.67, l2 loss = 6.70305 (max 14.95), (true 868, predicted [451])
attack: step 7/30, xent loss = 40.0523, l2 loss = 7.66756 (max 14.95), (true 868, predicted [451])
attack: step 8/30, xent loss = 44.4124, l2 loss = 8.6515 (max 14.95), (true 868, predicted [451])
attack: step 9/30, xent loss = 49.2226, l2 loss = 9.46006 (max 14.95), (true 868, predicted [451])
attack: step 10/30, xent loss = 57.4675, l2 loss = 10.0858 (max 14.95), (true 868, predicted [451])
attack: step 11/30, xent loss = 63.3391, l2 loss = 10.8204 (max 14.95), (true 868, predicted [451])
attack: step 12/30, xent loss = 61.5823, l2 loss = 11.4661 (max 14.95), (true 868, predicted [451])
attack: step 13/30, xent loss = 64.7892, l2 loss = 12.3426 (max 14.95), (true 868, predicted [451])
attack: step 14/30, xent loss = 69.5399, l2 loss = 12.818 (max 14.95), (true 868, predicted [451])
attack: step 15/30, xent loss = 71.4403, l2 loss = 13.6004 (max 14.95), (true 868, predicted [451])
attack: step 16/30, xent loss = 77.6065, l2 loss = 14.0865 (max 14.95), (true 868, predicted [451])
attack: step 17/30, xent loss = 79.1321, l2 loss = 14.8912 (max 14.95), (true 868, predicted [451])
attack: step 18/30, xent loss = 80.209, l2 loss = 15.4941 (max 14.95), (true 868, predicted [451])
attack: step 19/30, xent loss = 76.6048, l2 loss = 16.3164 (max 14.95), (true 868, predicted [451])
attack: step 20/30, xent loss = 94.4775, l2 loss = 16.7328 (max 14.95), (true 868, predicted [451])
attack: step 21/30, xent loss = 93.2256, l2 loss = 17.2805 (max 14.95), (true 868, predicted [451])
attack: step 22/30, xent loss = 92.9583, l2 loss = 17.9364 (max 14.95), (true 868, predicted [451])
attack: step 23/30, xent loss = 103.208, l2 loss = 18.296 (max 14.95), (true 868, predicted [451])
attack: step 24/30, xent loss = 97.3034, l2 loss = 18.9026 (max 14.95), (true 868, predicted [451])
attack: step 25/30, xent loss = 90.2489, l2 loss = 19.4237 (max 14.95), (true 868, predicted [451])
attack: step 26/30, xent loss = 102.2, l2 loss = 19.9043 (max 14.95), (true 868, predicted [451])
attack: step 27/30, xent loss = 117.967, l2 loss = 20.2639 (max 14.95), (true 868, predicted [451])
attack: step 28/30, xent loss = 115.454, l2 loss = 20.6294 (max 14.95), (true 868, predicted [451])
attack: step 29/30, xent loss = 106.318, l2 loss = 21.2047 (max 14.95), (true 868, predicted [451])
attack: step 30/30, xent loss = 116.452, l2 loss = 21.5791 (max 14.95), (true 868, predicted [451])
check failed
true = 868, adv = 412
evaluating 417 of [410, 420)
attack: step 1/30, xent loss = 0.0134775, l2 loss = 0 (max 14.95), (true 355, predicted [355])
attack: step 2/30, xent loss = 0.0199427, l2 loss = 0.0233917 (max 14.95), (true 355, predicted [355])
attack: step 3/30, xent loss = 0.0360259, l2 loss = 0.0574451 (max 14.95), (true 355, predicted [355])
attack: step 4/30, xent loss = 0.102413, l2 loss = 0.119912 (max 14.95), (true 355, predicted [355])
attack: step 5/30, xent loss = 0.88442, l2 loss = 0.280894 (max 14.95), (true 355, predicted [355])
attack: step 6/30, xent loss = 6.23304, l2 loss = 1.2965 (max 14.95), (true 355, predicted [353])
attack: step 7/30, xent loss = 8.39058, l2 loss = 1.85663 (max 14.95), (true 355, predicted [353])
attack: step 8/30, xent loss = 10.5211, l2 loss = 2.54997 (max 14.95), (true 355, predicted [353])
attack: step 9/30, xent loss = 11.7545, l2 loss = 2.76752 (max 14.95), (true 355, predicted [353])
attack: step 10/30, xent loss = 10.7542, l2 loss = 3.20654 (max 14.95), (true 355, predicted [353])
attack: step 11/30, xent loss = 11.6528, l2 loss = 3.57414 (max 14.95), (true 355, predicted [353])
attack: step 12/30, xent loss = 12.4796, l2 loss = 4.3817 (max 14.95), (true 355, predicted [353])
attack: step 13/30, xent loss = 15.5228, l2 loss = 4.64699 (max 14.95), (true 355, predicted [353])
attack: step 14/30, xent loss = 13.272, l2 loss = 5.19589 (max 14.95), (true 355, predicted [353])
attack: step 15/30, xent loss = 11.6344, l2 loss = 6.06145 (max 14.95), (true 355, predicted [353])
attack: step 16/30, xent loss = 17.1179, l2 loss = 6.39897 (max 14.95), (true 355, predicted [353])
attack: step 17/30, xent loss = 18.4389, l2 loss = 6.75199 (max 14.95), (true 355, predicted [353])
attack: step 18/30, xent loss = 19.0776, l2 loss = 7.1073 (max 14.95), (true 355, predicted [353])
attack: step 19/30, xent loss = 17.2558, l2 loss = 7.51352 (max 14.95), (true 355, predicted [353])
attack: step 20/30, xent loss = 16.7272, l2 loss = 8.20444 (max 14.95), (true 355, predicted [353])
attack: step 21/30, xent loss = 21.2027, l2 loss = 8.49306 (max 14.95), (true 355, predicted [353])
attack: step 22/30, xent loss = 22.6386, l2 loss = 8.76831 (max 14.95), (true 355, predicted [353])
attack: step 23/30, xent loss = 16.6564, l2 loss = 9.32738 (max 14.95), (true 355, predicted [353])
attack: step 24/30, xent loss = 21.6749, l2 loss = 9.72409 (max 14.95), (true 355, predicted [353])
attack: step 25/30, xent loss = 26.5657, l2 loss = 9.92392 (max 14.95), (true 355, predicted [353])
attack: step 26/30, xent loss = 21.8132, l2 loss = 10.2315 (max 14.95), (true 355, predicted [353])
attack: step 27/30, xent loss = 19.7594, l2 loss = 10.731 (max 14.95), (true 355, predicted [353])
attack: step 28/30, xent loss = 24.854, l2 loss = 10.9841 (max 14.95), (true 355, predicted [353])
attack: step 29/30, xent loss = 24.3898, l2 loss = 11.2329 (max 14.95), (true 355, predicted [353])
attack: step 30/30, xent loss = 25.9384, l2 loss = 11.6296 (max 14.95), (true 355, predicted [353])
true = 355, adv = 692
evaluating 418 of [410, 420)
