0.000000,999
0.384759,470
0.690256,469
0.726032,468
0.734254,467
0.735684,466
0.830824,465
0.900977,464
0.944260,463
0.979140,462
1.043600,461
1.055280,460
1.080550,459
1.117910,458
1.161840,457
1.178330,456
1.189720,455
1.315110,454
1.319810,453
1.332830,452
1.383170,451
1.461180,450
1.483050,449
1.524290,448
1.529640,447
1.536060,446
1.540710,445
1.556400,444
1.613160,443
1.636650,442
1.650230,441
1.651100,440
1.665180,439
1.716490,438
1.781060,437
1.792480,436
1.813430,435
1.839890,434
1.854950,433
1.859520,432
1.862070,431
1.867920,430
1.899790,429
1.902470,428
1.916670,427
1.945780,426
1.947990,425
1.952730,424
1.956570,423
1.975880,422
1.976320,421
1.984370,420
2.014110,419
2.044820,418
2.046100,417
2.067220,416
2.096630,415
2.104580,414
2.131580,413
2.143760,412
2.155970,411
2.187030,410
2.190220,409
2.233160,408
2.279790,407
2.332210,406
2.339370,405
2.351040,404
2.352180,403
2.373860,402
2.394040,401
2.402000,400
2.486840,399
2.495720,398
2.511540,397
2.516610,396
2.583600,395
2.586150,394
2.594460,393
2.604210,392
2.611210,391
2.632790,390
2.634500,389
2.646830,388
2.657380,387
2.679460,386
2.693880,385
2.728240,384
2.752320,383
2.781530,382
2.783520,381
2.819250,380
2.825110,379
2.857280,378
2.898460,377
2.900060,376
2.920280,375
2.937240,374
2.939950,373
2.950070,372
2.957580,371
2.958460,370
2.975600,369
2.981760,368
2.997860,367
3.036220,366
3.040200,365
3.052850,364
3.090480,363
3.110680,362
3.145960,361
3.179230,360
3.183720,359
3.199170,358
3.205310,357
3.209940,356
3.254950,355
3.258760,354
3.281980,353
3.292720,352
3.303260,351
3.303640,350
3.308640,349
3.344240,348
3.396940,347
3.398920,346
3.415710,345
3.428760,344
3.440080,343
3.474890,342
3.503000,341
3.510410,340
3.530960,339
3.554850,338
3.557620,337
3.578240,336
3.644500,335
3.645110,334
3.666420,333
3.668710,332
3.682040,331
3.682690,330
3.684080,329
3.687080,328
3.714500,327
3.727370,326
3.758040,325
3.758160,324
3.778810,323
3.803840,322
3.805830,321
3.806880,320
3.819090,319
3.825050,318
3.830380,317
3.834700,316
3.837670,315
3.848700,314
3.859750,313
3.867380,312
3.881390,311
3.882360,310
3.885250,309
3.886480,308
3.895860,307
3.905650,306
3.922540,305
3.936620,304
3.942470,303
3.948170,302
3.967420,301
3.981880,300
3.988390,299
3.996650,298
3.996710,297
4.010610,296
4.013430,295
4.014360,294
4.018610,293
4.023140,292
4.037180,291
4.059720,290
4.089420,289
4.092360,288
4.098180,287
4.129950,286
4.139980,285
4.143490,284
4.143880,283
4.146810,282
4.146880,281
4.155300,280
4.195110,279
4.256650,278
4.266950,277
4.297780,276
4.322060,275
4.330200,274
4.340540,273
4.359230,272
4.399320,271
4.402600,270
4.403500,269
4.419160,268
4.458400,267
4.469410,266
4.475320,265
4.496900,264
4.510840,263
4.520580,262
4.522910,261
4.533390,260
4.541280,259
4.556680,258
4.558320,257
4.582540,256
4.609650,255
4.625810,254
4.635690,253
4.645120,252
4.649160,251
4.656990,250
4.670540,249
4.677250,248
4.687510,247
4.696650,246
4.704890,245
4.710700,244
4.737530,243
4.756030,242
4.778630,241
4.790330,240
4.800320,239
4.804230,238
4.896590,237
4.898560,236
4.904010,235
4.912230,234
4.925480,233
4.926240,232
4.940730,231
4.951190,230
4.960160,229
4.965910,228
5.001540,227
5.016580,226
5.032390,225
5.039870,224
5.045270,223
5.062280,222
5.097320,221
5.102880,220
5.127290,219
5.129510,218
5.135810,217
5.190990,216
5.192780,215
5.240180,214
5.289510,213
5.342850,212
5.356680,211
5.400010,210
5.405360,209
5.463400,208
5.493660,207
5.523170,206
5.531590,205
5.560710,204
5.567760,203
5.644820,202
5.650070,201
5.673350,200
5.676220,199
5.679390,198
5.695750,197
5.706270,196
5.731900,195
5.737060,194
5.748160,193
5.771180,192
5.773200,191
5.775120,190
5.784080,189
5.787800,188
5.810500,187
5.816340,186
5.835230,185
5.855600,184
5.861140,183
5.891380,182
5.895240,181
5.901970,180
5.959540,179
5.969100,178
6.153540,177
6.173290,176
6.182610,175
6.198510,174
6.218230,173
6.239670,172
6.245190,171
6.248310,170
6.268990,169
6.347630,168
6.380470,167
6.415230,166
6.441330,165
6.458260,164
6.494110,163
6.533930,162
6.536450,161
6.540830,160
6.580050,159
6.601460,158
6.630810,157
6.635640,156
6.636690,155
6.768800,154
6.880510,153
6.916860,152
6.954250,151
6.999990,150
7.022470,149
7.022510,148
7.039450,147
7.075220,146
7.150030,145
7.157180,144
7.157790,143
7.165430,142
7.201740,141
7.357650,140
7.369390,139
7.397830,138
7.462200,137
7.542790,136
7.640530,135
7.654060,134
7.656660,133
7.668660,132
7.682540,131
7.713710,130
7.916940,129
7.925530,128
7.931070,127
7.983450,126
8.026580,125
8.074290,124
8.128760,123
8.226180,122
8.300380,121
8.338280,120
8.377600,119
8.476820,118
8.492450,117
8.497350,116
8.562420,115
8.780120,114
8.781380,113
8.824640,112
9.025170,111
9.101330,110
9.201780,109
9.460940,108
9.551850,107
9.846790,106
10.089800,105
10.289800,104
11.817900,103
11.985800,102
13.079600,101
13.889200,100
14.666700,99
16.730000,98
19.338400,97
20.946100,96
22.591700,95
28.195700,94
