2019-05-29 22:17:35.862004: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-29 22:17:35.869854: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2600020000 Hz
2019-05-29 22:17:35.869951: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6d4a870 executing computations on platform Host. Devices:
2019-05-29 22:17:35.869965: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-29 22:17:35.870126: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 400 of [400, 410)
attack: step 1/30, xent loss = 0.0205241, l2 loss = 0 (max 14.95), (true 994, predicted [994])
attack: step 2/30, xent loss = 0.0276918, l2 loss = 0.0256946 (max 14.95), (true 994, predicted [994])
attack: step 3/30, xent loss = 0.0378045, l2 loss = 0.0563543 (max 14.95), (true 994, predicted [994])
attack: step 4/30, xent loss = 0.0531168, l2 loss = 0.0908523 (max 14.95), (true 994, predicted [994])
attack: step 5/30, xent loss = 0.084293, l2 loss = 0.138564 (max 14.95), (true 994, predicted [994])
attack: step 6/30, xent loss = 0.161893, l2 loss = 0.207536 (max 14.95), (true 994, predicted [994])
attack: step 7/30, xent loss = 0.444698, l2 loss = 0.342394 (max 14.95), (true 994, predicted [994])
attack: step 8/30, xent loss = 1.20054, l2 loss = 0.571835 (max 14.95), (true 994, predicted [994])
attack: step 9/30, xent loss = 2.1179, l2 loss = 0.968785 (max 14.95), (true 994, predicted [994])
attack: step 10/30, xent loss = 2.81161, l2 loss = 1.44856 (max 14.95), (true 994, predicted [994])
attack: step 11/30, xent loss = 4.948, l2 loss = 2.11478 (max 14.95), (true 994, predicted [494])
attack: step 12/30, xent loss = 7.49745, l2 loss = 2.43352 (max 14.95), (true 994, predicted [488])
attack: step 13/30, xent loss = 10.0898, l2 loss = 2.60395 (max 14.95), (true 994, predicted [421])
attack: step 14/30, xent loss = 15.0506, l2 loss = 2.86095 (max 14.95), (true 994, predicted [421])
attack: step 15/30, xent loss = 10.4068, l2 loss = 4.35055 (max 14.95), (true 994, predicted [421])
attack: step 16/30, xent loss = 17.6186, l2 loss = 6.01414 (max 14.95), (true 994, predicted [421])
attack: step 17/30, xent loss = 16.0746, l2 loss = 6.76681 (max 14.95), (true 994, predicted [421])
attack: step 18/30, xent loss = 22.8973, l2 loss = 8.12917 (max 14.95), (true 994, predicted [421])
attack: step 19/30, xent loss = 23.6027, l2 loss = 8.88123 (max 14.95), (true 994, predicted [421])
attack: step 20/30, xent loss = 24.4098, l2 loss = 9.47943 (max 14.95), (true 994, predicted [421])
attack: step 21/30, xent loss = 27.3404, l2 loss = 10.1029 (max 14.95), (true 994, predicted [421])
attack: step 22/30, xent loss = 29.5676, l2 loss = 10.7094 (max 14.95), (true 994, predicted [421])
attack: step 23/30, xent loss = 29.3669, l2 loss = 11.383 (max 14.95), (true 994, predicted [421])
attack: step 24/30, xent loss = 40.0665, l2 loss = 11.9486 (max 14.95), (true 994, predicted [421])
attack: step 25/30, xent loss = 44.3105, l2 loss = 12.4538 (max 14.95), (true 994, predicted [421])
attack: step 26/30, xent loss = 33.1345, l2 loss = 13.3906 (max 14.95), (true 994, predicted [421])
attack: step 27/30, xent loss = 42.9767, l2 loss = 13.9649 (max 14.95), (true 994, predicted [421])
attack: step 28/30, xent loss = 45.8593, l2 loss = 14.5556 (max 14.95), (true 994, predicted [421])
attack: step 29/30, xent loss = 60.5558, l2 loss = 14.9719 (max 14.95), (true 994, predicted [421])
attack: step 30/30, xent loss = 62.0789, l2 loss = 15.3993 (max 14.95), (true 994, predicted [421])
check failed
true = 994, adv = 728
evaluating 401 of [400, 410)
attack: step 1/30, xent loss = 0.377819, l2 loss = 0 (max 14.95), (true 285, predicted [285])
attack: step 2/30, xent loss = 5.6027, l2 loss = 0.650051 (max 14.95), (true 285, predicted [281])
attack: step 3/30, xent loss = 10.2158, l2 loss = 1.61377 (max 14.95), (true 285, predicted [281])
