2019-05-29 19:06:45.545453: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-29 19:06:45.549914: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2600105000 Hz
2019-05-29 19:06:45.550019: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x2aaae6fc1e80 executing computations on platform Host. Devices:
2019-05-29 19:06:45.550035: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-29 19:06:45.550196: I tensorflow/core/common_runtime/process_util.cc:71] Creating new thread pool with default inter op setting: 2. Tune using inter_op_parallelism_threads for best performance.
evaluating 240 of [240, 250)
attack: step 1/30, xent loss = 0.061153, l2 loss = 0 (max 14.95), (true 934, predicted [934])
attack: step 2/30, xent loss = 0.388138, l2 loss = 0.118663 (max 14.95), (true 934, predicted [934])
attack: step 3/30, xent loss = 4.30205, l2 loss = 0.657909 (max 14.95), (true 934, predicted [930])
attack: step 4/30, xent loss = 7.50239, l2 loss = 1.57236 (max 14.95), (true 934, predicted [930])
attack: step 5/30, xent loss = 9.50561, l2 loss = 2.0045 (max 14.95), (true 934, predicted [930])
attack: step 6/30, xent loss = 12.881, l2 loss = 2.45675 (max 14.95), (true 934, predicted [930])
attack: step 7/30, xent loss = 13.0518, l2 loss = 3.31233 (max 14.95), (true 934, predicted [930])
attack: step 8/30, xent loss = 13.6587, l2 loss = 4.28807 (max 14.95), (true 934, predicted [930])
attack: step 9/30, xent loss = 9.69399, l2 loss = 5.41782 (max 14.95), (true 934, predicted [930])
attack: step 10/30, xent loss = 18.7503, l2 loss = 5.78045 (max 14.95), (true 934, predicted [930])
attack: step 11/30, xent loss = 19.7461, l2 loss = 6.64769 (max 14.95), (true 934, predicted [930])
attack: step 12/30, xent loss = 21.9335, l2 loss = 7.31864 (max 14.95), (true 934, predicted [930])
attack: step 13/30, xent loss = 15.0824, l2 loss = 8.39296 (max 14.95), (true 934, predicted [930])
attack: step 14/30, xent loss = 26.2342, l2 loss = 8.72268 (max 14.95), (true 934, predicted [930])
attack: step 15/30, xent loss = 25.8789, l2 loss = 9.09042 (max 14.95), (true 934, predicted [930])
attack: step 16/30, xent loss = 19.5891, l2 loss = 9.70401 (max 14.95), (true 934, predicted [930])
attack: step 17/30, xent loss = 28.1292, l2 loss = 10.0913 (max 14.95), (true 934, predicted [930])
attack: step 18/30, xent loss = 38.7955, l2 loss = 10.4916 (max 14.95), (true 934, predicted [514])
attack: step 19/30, xent loss = 38.0554, l2 loss = 11.6778 (max 14.95), (true 934, predicted [514])
attack: step 20/30, xent loss = 38.8522, l2 loss = 13.0506 (max 14.95), (true 934, predicted [514])
attack: step 21/30, xent loss = 40.1039, l2 loss = 14.0995 (max 14.95), (true 934, predicted [514])
attack: step 22/30, xent loss = 49.5816, l2 loss = 15.1632 (max 14.95), (true 934, predicted [514])
attack: step 23/30, xent loss = 55.4298, l2 loss = 15.7539 (max 14.95), (true 934, predicted [514])
attack: step 24/30, xent loss = 44.0765, l2 loss = 16.9376 (max 14.95), (true 934, predicted [514])
attack: step 25/30, xent loss = 52.5655, l2 loss = 18.2091 (max 14.95), (true 934, predicted [514])
attack: step 26/30, xent loss = 64.0907, l2 loss = 18.9961 (max 14.95), (true 934, predicted [514])
attack: step 27/30, xent loss = 67.467, l2 loss = 19.6365 (max 14.95), (true 934, predicted [514])
attack: step 28/30, xent loss = 70.3865, l2 loss = 20.1273 (max 14.95), (true 934, predicted [514])
attack: step 29/30, xent loss = 88.0851, l2 loss = 20.5644 (max 14.95), (true 934, predicted [514])
attack: step 30/30, xent loss = 69.0202, l2 loss = 21.1842 (max 14.95), (true 934, predicted [514])
check failed
true = 934, adv = 927
evaluating 241 of [240, 250)
attack: step 1/30, xent loss = 0.118115, l2 loss = 0 (max 14.95), (true 384, predicted [384])
attack: step 2/30, xent loss = 0.739931, l2 loss = 0.179294 (max 14.95), (true 384, predicted [384])
attack: step 3/30, xent loss = 4.37955, l2 loss = 1.03851 (max 14.95), (true 384, predicted [105])
attack: step 4/30, xent loss = 8.4572, l2 loss = 2.14552 (max 14.95), (true 384, predicted [105])
attack: step 5/30, xent loss = 9.84736, l2 loss = 2.7414 (max 14.95), (true 384, predicted [105])
attack: step 6/30, xent loss = 11.6062, l2 loss = 3.01402 (max 14.95), (true 384, predicted [105])
attack: step 7/30, xent loss = 11.0388, l2 loss = 3.95089 (max 14.95), (true 384, predicted [105])
attack: step 8/30, xent loss = 13.6973, l2 loss = 4.31513 (max 14.95), (true 384, predicted [105])
attack: step 9/30, xent loss = 13.3083, l2 loss = 5.06593 (max 14.95), (true 384, predicted [105])
attack: step 10/30, xent loss = 15.5306, l2 loss = 5.74989 (max 14.95), (true 384, predicted [105])
attack: step 11/30, xent loss = 15.4532, l2 loss = 6.39927 (max 14.95), (true 384, predicted [105])
attack: step 12/30, xent loss = 14.7595, l2 loss = 6.83668 (max 14.95), (true 384, predicted [105])
attack: step 13/30, xent loss = 15.1324, l2 loss = 7.66846 (max 14.95), (true 384, predicted [105])
attack: step 14/30, xent loss = 19.8502, l2 loss = 7.99638 (max 14.95), (true 384, predicted [105])
attack: step 15/30, xent loss = 16.1625, l2 loss = 8.68693 (max 14.95), (true 384, predicted [105])
attack: step 16/30, xent loss = 19.012, l2 loss = 9.18121 (max 14.95), (true 384, predicted [105])
attack: step 17/30, xent loss = 12.1259, l2 loss = 10.2182 (max 14.95), (true 384, predicted [105])
attack: step 18/30, xent loss = 15.0454, l2 loss = 10.5543 (max 14.95), (true 384, predicted [105])
attack: step 19/30, xent loss = 23.7505, l2 loss = 10.7545 (max 14.95), (true 384, predicted [105])
attack: step 20/30, xent loss = 24.4936, l2 loss = 11.0838 (max 14.95), (true 384, predicted [105])
attack: step 21/30, xent loss = 20.5981, l2 loss = 11.5574 (max 14.95), (true 384, predicted [105])
attack: step 22/30, xent loss = 20.1429, l2 loss = 12.1573 (max 14.95), (true 384, predicted [105])
attack: step 23/30, xent loss = 21.3399, l2 loss = 12.5201 (max 14.95), (true 384, predicted [105])
attack: step 24/30, xent loss = 22.9592, l2 loss = 13.0739 (max 14.95), (true 384, predicted [105])
attack: step 25/30, xent loss = 27.6663, l2 loss = 13.3251 (max 14.95), (true 384, predicted [105])
attack: step 26/30, xent loss = 27.7019, l2 loss = 13.7203 (max 14.95), (true 384, predicted [105])
attack: step 27/30, xent loss = 28.4382, l2 loss = 14.0964 (max 14.95), (true 384, predicted [105])
attack: step 28/30, xent loss = 24.7786, l2 loss = 14.51 (max 14.95), (true 384, predicted [105])
attack: step 29/30, xent loss = 28.9305, l2 loss = 15.0682 (max 14.95), (true 384, predicted [105])
attack: step 30/30, xent loss = 25.1944, l2 loss = 15.3115 (max 14.95), (true 384, predicted [105])
check failed
true = 384, adv = 728
evaluating 242 of [240, 250)
attack: step 1/30, xent loss = 0.0335411, l2 loss = 0 (max 14.95), (true 307, predicted [307])
attack: step 2/30, xent loss = 0.0724333, l2 loss = 0.0607223 (max 14.95), (true 307, predicted [307])
attack: step 3/30, xent loss = 0.189471, l2 loss = 0.149032 (max 14.95), (true 307, predicted [307])
attack: step 4/30, xent loss = 0.553876, l2 loss = 0.334723 (max 14.95), (true 307, predicted [307])
attack: step 5/30, xent loss = 1.51086, l2 loss = 0.838676 (max 14.95), (true 307, predicted [307])
attack: step 6/30, xent loss = 3.91433, l2 loss = 1.5064 (max 14.95), (true 307, predicted [303])
attack: step 7/30, xent loss = 6.53695, l2 loss = 2.3006 (max 14.95), (true 307, predicted [303])
attack: step 8/30, xent loss = 8.14146, l2 loss = 2.61521 (max 14.95), (true 307, predicted [303])
